Pinyin,Wade-Giles,Romatzyh
шуомингшу,шуомингшу,шуомингшу
шуошихуа,шуошиххуа,шуошырхуах
сижанг,ссучанг,сыяанг
сиwанг,ссуwанг,сыыwанг
сичу,ссучу,сыхчух
си,ссу,сых
сонгли,сунгли,сонqлии
сонгxинг,сунгхсинг,сонqшынг
сужи,сучих,сухйых
суанле,суанле,суаннле
суанши,суанших,суанншых
суи,суи,суеи
суо,со,суоо
таши,таши,таши
та,та,таа
таиденг,таитенг,таирденг
таиыангненг,таиыангненг,таыыангненг
танqи,танчи,таннчих
тансуо,тансо,таннсуоо
тантао,тантао,таннтао
танг,танг,танq
тао,тао,тау
те,те,тех
теда,тета,техдах
теди,тети,техдих
текуаи,текуаи,техкуаы
теыи,теи,техыих
тенгтонг,тенгтунг,тернгтонq
ти,ти,ти
тийиао,тичиао,тыийиау
тишенг,тишенг,тыишенг
тианран,тиенян,тианран
тиантанг,тиентанг,тиантарнг
тианxиа,тиенхсиа,тианшиах
тиан,тиен,тиан
тиан,тиен,тыан
тианйинг,тиенчинг,тыанйинq
тиаошуи,тиаошуи,тиаwшоеи
тингqу,тингчу,тингчеу
тонгбао,тунгпао,тонгбаw
тонгдао,тунгтао,тонгдаw
тонгхонг,тунгхунг,тонгхорнг
тонгхуа,тунгхуа,тонгхуах
тонгxинг,тунгхсинг,тонгшынг
тонгxун,тунгхсун,тонгшиунн
тонг,тунг,торнг
тонгбао,тунгпао,торнгбау
тонгханг,тунгханг,торнгхарнг
тонгqи,тунгчи,торнгчи
тонгыи,тунги,торнги
тонгпаи,тунгпаи,торнгпаир
тоутенг,тоутенг,тоуртернг
тоупиао,тоупиао,тоурпиаw
тоулу,тоулу,тоwлух
тушу,тушу,тwушу
туди,тути,тwудих
туйинг,тучинг,тwуйинq
ту,ту,туу
туандуи,туантуи,тwандуеы
туичу,туичу,туеичу
туипиао,туипиао,туеыпиаw
тун,тун,туен
туо,то,туо
туо,то,туо
туоxие,тохсиех,туошые
wа,wа,уа
wаwа,wаwа,wаwа
wаиби,wаипи,wаыбих
wаибу,wаипу,wаыбух
wаичу,wаичу,wаычу
wаигуан,wаикуан,wаыгуан
wаике,wаико,wаыке
wаилаи,wаилаи,wаылаи
wаитоу,wаитоу,wаытоу
wаиыи,wаии,wаыи
wаизи,wаитзу,wаытзы
wанqу,wанчу,уанчиу
wанпи,wанпи,wанпыи
wанqианг,wанчианг,wанчыанг
wангхоу,wангхоу,wангхоw
wангзи,wангтзу,wангтзыы
wангба,wангпа,wоангба
wангые,wангыех,wоангыех
wангхоу,wангхоу,wоангхоw
wанглаи,wанглаи,wоанглаи
wангниан,wангниен,wоангниан
wангйиан,wангчиен,wанqйианн
wеийи,wеичи,уеийи
wеиxие,wеихсиех,уеишые
wеиболу,wеиполу,уеиболу
wеишенгсу,wеишенгсу,wеишенгсух
wеици,wеитзу,wеыцыы
wеихе,wеихо,wеыхер
wеныу,wеныу,wеныу
wопу,wопу,wохпух
wуыун,wуыун,уыун
wубиан,wупиен,wубиан
wугуан,wукуан,wугуан
wуxиао,wухсиао,wушиаw
wудао,wутао,wуудао
wупин,wупин,wухпиин
wу,wу,wух
xибаныаыу,хсипаныаыу,шибаныаыеу
xиду,хситу,шидwу
xишенг,хсишенг,шишенг
xиыифен,хсиифен,шииифеен
xиqу,хсичу,шихчеу
xибао,хсипао,шихбау
xиюн,хсичун,шихйиун
xианфенг,хсиенфенг,шианфенг
xиан,хсиен,шыан
xианчу,хсиенчу,шеанчу
xиан,хсиен,шеан
xианлу,хсиенлу,шианнлух
xианру,хсиеню,шианнрух
xиангшенг,хсиангшенг,шеангшенг
xиаохао,хсиаохао,шиаухаw
xиаомие,хсиаомиех,шиаумиех
xиаофеи,хсиаофеи,шеауфеы
xиаомаи,хсиаомаи,шеаумаы
xиаоыу,хсиаоыу,шеауыу
xиаолиан,хсиаолиен,шиаwлеан
xиаоронг,хсиаоюнг,шиаwронг
xиаошенг,хсиаошенг,шиаwшенг
xиехуи,хсиеххуи,шыехуеы
xиешанг,хсиехшанг,шыешанг
xиетиао,хсиехтиао,шыетыау
xиежу,хсиехчу,шыеюх
xиезилоу,хсиехтзулоу,шиеетзыхлоу
xиезитаи,хсиехтзутаи,шиеетзыхтаир
xинлинг,хсинлинг,шинлинг
xиныуан,хсиныуан,шиныуанн
xинзанг,хсинцанг,шинтзанq
xинзангбинг,хсинцангпинг,шинтзанqбинq
xинрен,хсинйен,шинрен
xинxинг,хсинхсинг,шиншинг
xиныанг,хсиныанг,шинныеанг
xиныонг,хсиныунг,шинныонq
xингwанг,хсингwанг,шингwанq
xингченг,хсингченг,шынгчернг
xинг,хсинг,шынг
xионг,хсиунг,шионг
xионгшоу,хсиунгшоу,шионгшооу
xиуче,хсиуче,шиоуче
xиужен,хсиучен,шиоwйен
xуан,хсуан,шыуан
xуанжуан,хсуанчуан,шыуанйоан
xуанба,хсуанпа,шеуанбар
xуаню,хсуанчу,шеуанйеу
xуехуи,хсуеххуи,шыуехуеы
xуеыуан,хсуехыуан,шыуеыуан
xуегуан,хсуехкуан,шиуехгоан
xуеые,хсуехыех,шиуехыех
xунхуан,хсунхуан,шыунхwан
ыапо,ыапо,иапох
ыанхуа,ыанхуа,ианхуа
ыан,ыан,ыан
ыанхаи,ыанхаи,ыанхае
ыанже,ыанже,ыанже
ыанфа,ыанфа,ыанфа
ыанкан,ыанкан,ыеанканн
ыанзоу,ыанцоу,ыеантзоw
ыанхуи,ыанхуи,ыаннхуеы
ыанг,ыанг,ыанг
ыанг,ыанг,ыеанг
ыанглао,ыанглао,ыеанглао
ыангqи,ыангчи,ыеангчих
ыанг,ыанг,ыанq
ыаопин,ыаопин,ыаwпиин
ыаобуран,ыаопуян,ыаwбухран
ыаохао,ыаохао,ыаwхао
ыаоме,ыаоме,ыаwме
ыаосу,ыаосу,ыаwсух
ые,ыех,ыее
ыешенг,ыехшенг,ыеешенг
ыиыао,иыао,иыаw
ыици,итзу,ицых
ыилаи,илаи,илаы
ыиqи,ичи,ыичих
ыиши,иших,ыишых
ыихан,ихан,ыиханн
ыифан,ифан,ыихфан
ыиши,иших,ыихшыр
ыирен,ийен,ыихрен
ыити,ити,ыихтыи
ыичанг,ичанг,ыихчарнг
ыиxиангбудао,ихсиангпутао,ыихшеангбухдаw
ыиыуан,иыуан,ыихыуанн
ыин,ыин,ин
ыинсу,ыинсу,инсух
ыинмоу,ыинмоу,инмоу
ыиныинг,ыиныинг,иныиинг
ыинлианг,ыинлианг,инлианq
ыинxианг,ыинхсианг,иншианq
ыинцанг,ыинцанг,ыиинцарнг
ыинси,ыинссу,ыиинсы
ыин,ыин,ыинн
ыингxионг,ыингхсиунг,ингшыонг
ыинглаи,ыинглаи,ынглаи
ыингми,ыингми,ыиингми
ыингxинг,ыингхсинг,ыиингшинг
ыингдуи,ыингтуи,ыинqдуеы
ыингйи,ыингчи,ыинqйыи
ыонгдежао,ыунгдечао,ыонqдеяур
ыонгфа,ыунгфа,ыонqфаа
ыонгпин,ыунгпин,ыонqпиин
ыонгxин,ыунгхсин,ыонqшин
ыоужи,ыучих,иоуйых
ыоурен,ыуйен,ыоурен
ыоуwан,ыуwан,ыоуwан
ыоуxийи,ыухсичи,ыоушихйи
ыоуxинг,ыухсинг,ыоушынг
ыоугуан,ыукуан,ыеоугуан
ыоумеиыоу,ыумеиыу,ыеоумеиыеоу
ыоуши,ыуших,ыеоушых
ыу,ыу,ыу
ыуле,ыуле,ыулех
ыукуаи,ыукуаи,ыукуаы
ыу,ыу,ыеу
ыухангыуан,ыухангыуан,ыеухарнгыуан
ыуыи,ыуи,ыеуи
ыуыуе,ыуыуех,ыухиуе
ыуансу,ыуансу,ыуансух
ыуан,ыуан,ыуан
ыуанди,ыуанти,ыуандих
ыуан,ыуан,ыуан
ыуангао,ыуанкао,ыуангаw
ыуанлианг,ыуанлианг,ыуанлианq
ыуанжуби,ыуанчупи,ыуанюбии
ыуанжу,ыуанчу,ыуанюх
ыуангу,ыуанку,ыуангух
ыуанфанг,ыуанфанг,ыеуанфанг
ыуанли,ыуанли,ыеуанли
ыуаныуан,ыуаныуан,ыеуаныеуан
ыуединг,ыуехтинг,иуединq
ыуеqу,ыуехчу,ыуехчеу
ыун,ыун,иун
ыунxу,ыунхсу,ыеуншеу
ыунзуо,ыунцо,ыуннтзуох
ыунче,ыунче,ыуннче
за,ца,тзар
заишенг,цаишенг,тзаышенг
заишуо,цаишуо,тзаышуо
заодао,цаотао,тзаудаw
заошоу,цаошоу,тзаушоw
заоыу,цаоыу,тзауыух
заоwан,цаоwан,тзаоwоан
зенгйин,ценгчин,тзенгйинн
зенгжи,ценгчих,тзенгйыр
жа,ча,я
жаши,чаши,яши
жа,ча,ях
жадан,чатан,яхданн
жаыао,чаыао,яхыаw
жаи,чаи,яы
жаню,чанчу,яннйиух
жанчанг,чанчанг,яннчаанг
жаншу,чаншу,янншух
жаныоу,чаныу,янныеоу
жантаи,чантаи,яннтаир
жанг,чанг,янг
жанг,чанг,яанг
жангшенг,чангшенг,яангшенг
жанг,чанг,янq
жангху,чангху,янqхух
жанг,чанг,яанг
жанг’аи,чангаи,янqаы
жао,чао,яу
жаопин,чаопин,яупинн
жаоыанг,чаоыанг,яwыанq
жаоыао,чаоыао,яwыаw
жеxуе,чехсуех,йершыуе
жейиушишуо,чечиушихшуо,йехйиоwшыхшуо
жен,чен,йенн
женгдуо,ченгто,йенгдwо
женгдун,ченгтун,йеенгдуенн
женгжи,ченгчих,йеенгйых
